,gene_id,gene_name,gene_ontology
41328,b0554,essD,integral component of plasma membrane
41329,b0554,essD,cytolysis
41330,b0554,essD,cytolysis
41331,b0554,essD,viral release from host cell by cytolysis
41332,b0846,rcdA,DNA binding
41333,b0846,rcdA,DNA-binding transcription factor activity
41334,b0846,rcdA,"positive regulation of transcription, DNA-templated"
41335,b0846,rcdA,"transcription, DNA-templated"
41336,b0846,rcdA,DNA binding
41337,b0846,rcdA,DNA binding
41338,b0846,rcdA,DNA binding
41339,b0845,ybjJ,transmembrane transport
41340,b0845,ybjJ,plasma membrane
41341,b0845,ybjJ,plasma membrane
41342,b0845,ybjJ,plasma membrane
41343,b0845,ybjJ,plasma membrane
41344,b0845,ybjJ,integral component of membrane
41345,b0845,ybjJ,membrane
41346,b0845,ybjJ,membrane
41347,b4407,thiS,thiamine diphosphate biosynthetic process
41348,b4407,thiS,thiamine biosynthetic process
41349,b4407,thiS,nucleotide binding
41350,b2753,iap,metal ion binding
41351,b2753,iap,post-translational protein modification
41352,b2753,iap,outer membrane-bounded periplasmic space
41353,b2753,iap,hydrolase activity
41354,b2753,iap,peptidase activity
41355,b2753,iap,proteolysis
41356,b2753,iap,aminopeptidase activity
41357,b2753,iap,aminopeptidase activity
41358,b2753,iap,proteolysis
41359,b3433,asd,cellular response to DNA damage stimulus
41360,b3433,asd,'de novo' L-methionine biosynthetic process
41361,b3433,asd,cytosol
41362,b3433,asd,cytosol
41363,b3433,asd,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor"
41364,b3433,asd,oxidoreductase activity
41365,b3433,asd,lysine biosynthetic process
41366,b3433,asd,cellular amino acid biosynthetic process
41367,b3433,asd,cellular amino acid biosynthetic process
41368,b3433,asd,cellular amino acid metabolic process
41369,b3433,asd,NAD binding
41370,b3433,asd,NADP binding
41371,b3433,asd,NADP binding
41372,b3433,asd,protein dimerization activity
41373,b3433,asd,isoleucine biosynthetic process
41374,b3433,asd,threonine biosynthetic process
41375,b3433,asd,threonine biosynthetic process
41376,b3433,asd,threonine biosynthetic process
41377,b3433,asd,threonine biosynthetic process
41378,b3433,asd,methionine biosynthetic process
41379,b3433,asd,methionine biosynthetic process
41380,b3433,asd,oxidation-reduction process
41381,b3433,asd,oxidation-reduction process
41382,b3433,asd,diaminopimelate biosynthetic process
41383,b3433,asd,diaminopimelate biosynthetic process
41384,b3433,asd,aspartate-semialdehyde dehydrogenase activity
41385,b3433,asd,aspartate-semialdehyde dehydrogenase activity
41386,b3433,asd,aspartate-semialdehyde dehydrogenase activity
41387,b3433,asd,aspartate-semialdehyde dehydrogenase activity
41388,b3433,asd,lysine biosynthetic process via diaminopimelate
41389,b3433,asd,lysine biosynthetic process via diaminopimelate
41390,b3433,asd,lysine biosynthetic process via diaminopimelate
41391,b3433,asd,lysine biosynthetic process via diaminopimelate
41392,b3433,asd,homoserine biosynthetic process
41393,b1241,adhE,alcohol dehydrogenase (NAD+) activity
41394,b1241,adhE,acetaldehyde dehydrogenase (acetylating) activity
41395,b1241,adhE,ethanol biosynthetic process
41396,b1241,adhE,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor"
41397,b1241,adhE,protein binding
41398,b1241,adhE,oxidoreductase activity
41399,b1241,adhE,oxidoreductase activity
41400,b1241,adhE,metabolic process
41401,b1241,adhE,alcohol metabolic process
41402,b1241,adhE,catalytic activity
41403,b1241,adhE,metal ion binding
41404,b1241,adhE,carbon utilization
41405,b1241,adhE,identical protein binding
41406,b1241,adhE,identical protein binding
41407,b1241,adhE,oxidation-reduction process
41408,b1241,adhE,oxidation-reduction process
41409,b1241,adhE,cytosol
41410,b1241,adhE,cytosol
41411,b1241,adhE,cytosol
41412,b1241,adhE,alcohol dehydrogenase (NAD+) activity
41413,b1241,adhE,alcohol dehydrogenase (NAD+) activity
41414,b1241,adhE,acetaldehyde dehydrogenase (acetylating) activity
41415,b1241,adhE,acetaldehyde dehydrogenase (acetylating) activity
41416,b1241,adhE,cytosol
41417,b1241,adhE,alcohol dehydrogenase (NAD+) activity
41418,b0844,ybjI,dephosphorylation
41419,b0844,ybjI,dephosphorylation
41420,b0844,ybjI,5-amino-6-(5-phosphoribitylamino)uracil phosphatase activity
41421,b0844,ybjI,riboflavin biosynthetic process
41422,b0844,ybjI,riboflavin biosynthetic process
41423,b0844,ybjI,metal ion binding
41424,b0844,ybjI,magnesium ion binding
41425,b0844,ybjI,hydrolase activity
41426,b0844,ybjI,hydrolase activity
41427,b0844,ybjI,phosphatase activity
41428,b0844,ybjI,magnesium ion binding
41429,b0844,ybjI,phosphatase activity
41430,b0844,ybjI,cytosol
41431,b0841,ybjG,cell wall organization
41432,b0841,ybjG,hydrolase activity
41433,b0841,ybjG,plasma membrane
41434,b0841,ybjG,plasma membrane
41435,b0841,ybjG,plasma membrane
41436,b0841,ybjG,plasma membrane
41437,b0841,ybjG,plasma membrane
41438,b0841,ybjG,plasma membrane
41439,b0841,ybjG,response to antibiotic
41440,b0841,ybjG,response to antibiotic
41441,b0841,ybjG,integral component of membrane
41442,b0841,ybjG,membrane
41443,b0841,ybjG,regulation of cell shape
41444,b0841,ybjG,undecaprenyl-diphosphatase activity
41445,b0841,ybjG,undecaprenyl-diphosphatase activity
41446,b0841,ybjG,undecaprenyl-diphosphatase activity
41447,b0841,ybjG,peptidoglycan biosynthetic process
41448,b4401,arcA,protein-DNA complex
41449,b4401,arcA,DNA-binding transcription repressor activity
41450,b4401,arcA,transcription regulatory region sequence-specific DNA binding
41451,b4401,arcA,identical protein binding
41452,b4401,arcA,protein binding
41453,b4401,arcA,DNA binding
41454,b4401,arcA,DNA binding
41455,b4401,arcA,cytosol
41456,b4401,arcA,DNA-binding transcription factor activity
41457,b4401,arcA,DNA-binding transcription factor activity
41458,b4401,arcA,DNA-binding transcription factor activity
41459,b4401,arcA,"negative regulation of transcription, DNA-templated"
41460,b4401,arcA,"negative regulation of transcription, DNA-templated"
41461,b4401,arcA,"negative regulation of transcription, DNA-templated"
41462,b4401,arcA,"positive regulation of transcription, DNA-templated"
41463,b4401,arcA,"positive regulation of transcription, DNA-templated"
41464,b4401,arcA,"positive regulation of transcription, DNA-templated"
41465,b4401,arcA,"regulation of transcription, DNA-templated"
41466,b4401,arcA,"regulation of transcription, DNA-templated"
41467,b4401,arcA,cytoplasm
41468,b4401,arcA,cytoplasm
41469,b4401,arcA,phosphorelay signal transduction system
41470,b4401,arcA,phosphorelay signal transduction system
41471,b4401,arcA,phosphorelay signal transduction system
41472,b4401,arcA,phosphorelay response regulator activity
41473,b4401,arcA,"regulation of transcription, DNA-templated"
41474,b4401,arcA,phosphorelay signal transduction system
41475,b4401,arcA,phosphorelay response regulator activity
41476,b4401,arcA,transcription regulatory region sequence-specific DNA binding
41477,b4401,arcA,DNA-binding transcription activator activity
41478,b4401,arcA,protein-DNA complex
41479,b4401,arcA,cytosol
41480,b4401,arcA,phosphorelay response regulator activity
41481,b4401,arcA,DNA-binding transcription factor activity
41482,b0837,yliI,membrane
41483,b0837,yliI,cell outer membrane
41484,b0837,yliI,cell outer membrane
41485,b0837,yliI,metal ion binding
41486,b0837,yliI,oxidoreductase activity
41487,b0837,yliI,catalytic activity
41488,b0837,yliI,"oxidoreductase activity, acting on the CH-OH group of donors, quinone or similar compound as acceptor"
41489,b0837,yliI,pyrroloquinoline quinone binding
41490,b0837,yliI,oxidation-reduction process
41491,b0837,yliI,calcium ion binding
41492,b0837,yliI,outer membrane-bounded periplasmic space
41493,b0834,dgcI,diguanylate cyclase activity
41494,b0834,dgcI,metal ion binding
41495,b0834,dgcI,transferase activity
41496,b0834,dgcI,GTP binding
41497,b0834,dgcI,nucleotide binding
41498,b0834,dgcI,plasma membrane
41499,b0834,dgcI,plasma membrane
41500,b0834,dgcI,plasma membrane
41501,b0834,dgcI,integral component of membrane
41502,b0834,dgcI,membrane
41503,b0834,dgcI,cell adhesion involved in single-species biofilm formation
41504,b0834,dgcI,negative regulation of bacterial-type flagellum-dependent cell motility
41505,b0834,dgcI,plasma membrane
41506,b0834,dgcI,diguanylate cyclase activity
41507,b0833,pdeI,integral component of membrane
41508,b0833,pdeI,membrane
41509,b0833,pdeI,plasma membrane
41510,b0833,pdeI,plasma membrane
41511,b0833,pdeI,cyclic-guanylate-specific phosphodiesterase activity
41512,b0833,pdeI,cyclic-guanylate-specific phosphodiesterase activity
41513,b0833,pdeI,hydrolase activity
41514,b2517,rlmN,rRNA binding
41515,b2517,rlmN,cytosol
41516,b2517,rlmN,protein binding
41517,b2517,rlmN,protein binding
41518,b2517,rlmN,protein binding
41519,b2517,rlmN,protein binding
41520,b2517,rlmN,protein binding
41521,b2517,rlmN,protein binding
41522,b2517,rlmN,protein binding
41523,b2517,rlmN,iron-sulfur cluster binding
41524,b2517,rlmN,iron-sulfur cluster binding
41525,b2517,rlmN,methylation
41526,b2517,rlmN,transferase activity
41527,b2517,rlmN,RNA methyltransferase activity
41528,b2517,rlmN,methyltransferase activity
41529,b2517,rlmN,tRNA processing
41530,b2517,rlmN,rRNA processing
41531,b2517,rlmN,rRNA processing
41532,b2517,rlmN,catalytic activity
41533,b2517,rlmN,tRNA binding
41534,b2517,rlmN,tRNA binding
41535,b2517,rlmN,tRNA (adenine-C2-)-methyltransferase activity
41536,b2517,rlmN,tRNA (adenine-C2-)-methyltransferase activity
41537,b2517,rlmN,tRNA (adenine-C2-)-methyltransferase activity
41538,b2517,rlmN,tRNA methylation
41539,b2517,rlmN,tRNA methylation
41540,b2517,rlmN,tRNA methylation
41541,b2517,rlmN,tRNA methylation
41542,b2517,rlmN,rRNA base methylation
41543,b2517,rlmN,rRNA base methylation
41544,b2517,rlmN,rRNA base methylation
41545,b2517,rlmN,response to antibiotic
41546,b2517,rlmN,cytoplasm
41547,b2517,rlmN,cytoplasm
41548,b2517,rlmN,cytoplasm
41549,b2517,rlmN,rRNA (adenine-C2-)-methyltransferase activity
41550,b2517,rlmN,rRNA (adenine-C2-)-methyltransferase activity
41551,b2517,rlmN,rRNA (adenine-C2-)-methyltransferase activity
41552,b2517,rlmN,rRNA (adenine-C2-)-methyltransferase activity
41553,b2517,rlmN,"4 iron, 4 sulfur cluster binding"
41554,b2517,rlmN,"4 iron, 4 sulfur cluster binding"
41555,b2517,rlmN,"4 iron, 4 sulfur cluster binding"
41556,b2517,rlmN,metal ion binding
41557,b2517,rlmN,tRNA methylation
41558,b2517,rlmN,rRNA base methylation
41559,b0851,nfsA,cytosol
41560,b0851,nfsA,protein binding
41561,b0851,nfsA,oxidoreductase activity
41562,b0851,nfsA,oxidoreductase activity
41563,b0851,nfsA,chromate reductase activity
41564,b0851,nfsA,"oxidoreductase activity, acting on NAD(P)H, nitrogenous group as acceptor"
41565,b0851,nfsA,FMN binding
41566,b0851,nfsA,oxidation-reduction process
41567,b0851,nfsA,oxidation-reduction process
41568,b2708,gutQ,carbohydrate derivative metabolic process
41569,b2708,gutQ,carbohydrate derivative binding
41570,b2708,gutQ,isomerase activity
41571,b2708,gutQ,isomerase activity
41572,b2708,gutQ,lipopolysaccharide biosynthetic process
41573,b2708,gutQ,carbohydrate metabolic process
41574,b2708,gutQ,metal ion binding
41575,b2708,gutQ,ATP binding
41576,b2708,gutQ,nucleotide binding
41577,b2708,gutQ,keto-3-deoxy-D-manno-octulosonic acid biosynthetic process
41578,b2708,gutQ,arabinose-5-phosphate isomerase activity
41579,b2708,gutQ,arabinose-5-phosphate isomerase activity
41580,b2708,gutQ,biofilm formation
41581,b3962,sthA,NADP metabolic process
41582,b3962,sthA,electron transport chain
41583,b3962,sthA,electron transfer activity
41584,b3962,sthA,proton transmembrane transport
41585,b3962,sthA,oxidoreductase activity
41586,b3962,sthA,oxidoreductase activity
41587,b3962,sthA,identical protein binding
41588,b3962,sthA,NAD(P)+ transhydrogenase activity
41589,b3962,sthA,NAD(P)+ transhydrogenase activity
41590,b3962,sthA,NAD(P)+ transhydrogenase activity
41591,b3962,sthA,flavin adenine dinucleotide binding
41592,b3962,sthA,flavin adenine dinucleotide binding
41593,b3962,sthA,cytosol
41594,b3962,sthA,oxidation-reduction process
41595,b3962,sthA,oxidation-reduction process
41596,b3962,sthA,cell redox homeostasis
41597,b3962,sthA,cell redox homeostasis
41598,b3962,sthA,NAD(P)+ transhydrogenase (B-specific) activity
41599,b3962,sthA,NAD(P)+ transhydrogenase (B-specific) activity
41600,b3962,sthA,NAD(P)+ transhydrogenase (B-specific) activity
41601,b3962,sthA,cytoplasm
41602,b3962,sthA,cytoplasm
41603,b3962,sthA,cytoplasm
41604,b3962,sthA,oxidation-reduction process
41605,b3962,sthA,dihydrolipoyl dehydrogenase activity
41606,b3962,sthA,flavin adenine dinucleotide binding
41607,b3962,sthA,cytosol
41608,b0144,gluQ,tRNA modification
41609,b0144,gluQ,nucleotide binding
41610,b0144,gluQ,nucleotide binding
41611,b0144,gluQ,tRNA aminoacylation
41612,b0144,gluQ,tRNA wobble base modification
41613,b0144,gluQ,tRNA wobble base modification
41614,b0144,gluQ,tRNA wobble base modification
41615,b0144,gluQ,metal ion binding
41616,b0144,gluQ,ligase activity
41617,b0144,gluQ,zinc ion binding
41618,b0144,gluQ,zinc ion binding
41619,b0144,gluQ,zinc ion binding
41620,b0144,gluQ,ATP binding
41621,b0144,gluQ,ATP binding
41622,b0144,gluQ,ATP binding
41623,b0144,gluQ,aminoacyl-tRNA ligase activity
41624,b0144,gluQ,aminoacyl-tRNA ligase activity
41625,b0144,gluQ,aminoacyl-tRNA ligase activity
41626,b0144,gluQ,glutamyl-tRNA aminoacylation
41627,b0144,gluQ,glutamate-tRNA ligase activity
41628,b0144,gluQ,cytosol
41629,b2685,emrA,intrinsic component of plasma membrane
41630,b2685,emrA,xenobiotic transmembrane transporter activity
41631,b2685,emrA,transmembrane transporter activity
41632,b2685,emrA,outer membrane-bounded periplasmic space
41633,b2685,emrA,outer membrane-bounded periplasmic space
41634,b2685,emrA,integral component of plasma membrane
41635,b2685,emrA,integral component of plasma membrane
41636,b2685,emrA,response to steroid hormone
41637,b2685,emrA,protein binding
41638,b2685,emrA,protein binding
41639,b2685,emrA,bile acid and bile salt transport
41640,b2685,emrA,bile acid and bile salt transport
41641,b2685,emrA,bile acid transmembrane transporter activity
41642,b2685,emrA,bile acid transmembrane transporter activity
41643,b2685,emrA,response to toxic substance
41644,b2685,emrA,response to toxic substance
41645,b2685,emrA,xenobiotic detoxification by transmembrane export across the plasma membrane
41646,b2685,emrA,xenobiotic detoxification by transmembrane export across the plasma membrane
41647,b2685,emrA,identical protein binding
41648,b2685,emrA,identical protein binding
41649,b2685,emrA,membrane
41650,b2685,emrA,membrane
41651,b2685,emrA,plasma membrane
41652,b2685,emrA,plasma membrane
41653,b2685,emrA,plasma membrane
41654,b2685,emrA,transmembrane transport
41655,b2685,emrA,response to antibiotic
41656,b2685,emrA,response to antibiotic
41657,b2685,emrA,response to antibiotic
41658,b2685,emrA,integral component of membrane
41659,b2935,tktA,transketolase activity
41660,b2935,tktA,protein-containing complex
41661,b2935,tktA,cellular response to paraquat
41662,b2935,tktA,cellular response to chloramphenicol
41663,b2935,tktA,cellular response to antibiotic
41664,b2935,tktA,cellular response to hydrogen peroxide
41665,b2935,tktA,"positive regulation of transcription, DNA-templated"
41666,b2935,tktA,cellular response to menadione
41667,b2935,tktA,protein binding
41668,b2935,tktA,cytosol
41669,b2935,tktA,cytosol
41670,b2935,tktA,metal ion binding
41671,b2935,tktA,transferase activity
41672,b2935,tktA,catalytic activity
41673,b2935,tktA,manganese ion binding
41674,b2935,tktA,thiamine pyrophosphate binding
41675,b2935,tktA,"pentose-phosphate shunt, non-oxidative branch"
41676,b2935,tktA,"pentose-phosphate shunt, non-oxidative branch"
41677,b2935,tktA,transketolase activity
41678,b2935,tktA,transketolase activity
41679,b2935,tktA,transketolase activity
41680,b2935,tktA,pentose-phosphate shunt
41681,b2935,tktA,cytosol
41682,b2935,tktA,transketolase activity
41683,b0915,lpxK,membrane
41684,b0915,lpxK,tetraacyldisaccharide 4'-kinase activity
41685,b0915,lpxK,lipid A biosynthetic process
41686,b0915,lpxK,tetraacyldisaccharide 4'-kinase activity
41687,b0915,lpxK,transferase activity
41688,b0915,lpxK,lipid metabolic process
41689,b0915,lpxK,plasma membrane
41690,b0915,lpxK,phosphorylation
41691,b0915,lpxK,kinase activity
41692,b0915,lpxK,kinase activity
41693,b0915,lpxK,ATP binding
41694,b0915,lpxK,ATP binding
41695,b0915,lpxK,ATP binding
41696,b0915,lpxK,nucleotide binding
41697,b0915,lpxK,tetraacyldisaccharide 4'-kinase activity
41698,b0915,lpxK,tetraacyldisaccharide 4'-kinase activity
41699,b0915,lpxK,tetraacyldisaccharide 4'-kinase activity
41700,b0915,lpxK,lipopolysaccharide core region biosynthetic process
41701,b0915,lpxK,lipid A biosynthetic process
41702,b0915,lpxK,lipid A biosynthetic process
41703,b0915,lpxK,lipid A biosynthetic process
41704,b0915,lpxK,lipid A biosynthetic process
41705,b0915,lpxK,lipid A biosynthetic process
41706,b0915,lpxK,tetraacyldisaccharide 4'-kinase activity
41707,b0915,lpxK,plasma membrane
41708,b0915,lpxK,lipopolysaccharide core region biosynthetic process
41709,b3361,fic,protein binding
41710,b3361,fic,protein binding
41711,b3361,fic,regulation of cell division
41712,b3361,fic,ATP binding
41713,b3361,fic,nucleotide binding
41714,b3361,fic,nucleotidyltransferase activity
41715,b3361,fic,transferase activity
41716,b3361,fic,regulation of cell division
41717,b3891,fdhE,cytosol
41718,b3891,fdhE,protein maturation
41719,b3891,fdhE,ferric iron binding
41720,b3891,fdhE,protein binding
41721,b3891,fdhE,protein binding
41722,b3891,fdhE,protein binding
41723,b3891,fdhE,protein binding
41724,b3891,fdhE,protein binding
41725,b3891,fdhE,protein binding
41726,b3891,fdhE,protein binding
41727,b3891,fdhE,protein binding
41728,b3891,fdhE,protein binding
41729,b3891,fdhE,cytoplasm
41730,b3891,fdhE,cytoplasm
41731,b3891,fdhE,cytoplasm
41732,b3891,fdhE,cytoplasm
41733,b3891,fdhE,cytoplasm
41734,b3891,fdhE,protein maturation
41735,b3891,fdhE,ferric iron binding
41736,b3891,fdhE,cytosol
41737,b4266,idnO,carbohydrate metabolic process
41738,b4266,idnO,oxidoreductase activity
41739,b4266,idnO,oxidoreductase activity
41740,b4266,idnO,L-idonate catabolic process
41741,b4266,idnO,L-idonate catabolic process
41742,b4266,idnO,oxidation-reduction process
41743,b4266,idnO,gluconate 5-dehydrogenase activity
41744,b4266,idnO,gluconate 5-dehydrogenase activity
41745,b4266,idnO,gluconate 5-dehydrogenase activity
41746,b3162,deaD,response to radiation
41747,b3162,deaD,positive regulation of translation
41748,b3162,deaD,RNA strand annealing activity
41749,b3162,deaD,mRNA stabilization
41750,b3162,deaD,"hydrolase activity, acting on acid anhydrides"
41751,b3162,deaD,hydrolase activity
41752,b3162,deaD,helicase activity
41753,b3162,deaD,nucleic acid binding
41754,b3162,deaD,cytosol
41755,b3162,deaD,protein binding
41756,b3162,deaD,protein binding
41757,b3162,deaD,ribosomal large subunit assembly
41758,b3162,deaD,ribosomal large subunit assembly
41759,b3162,deaD,ribosomal large subunit assembly
41760,b3162,deaD,RNA catabolic process
41761,b3162,deaD,RNA catabolic process
41762,b3162,deaD,RNA helicase activity
41763,b3162,deaD,RNA helicase activity
41764,b3162,deaD,RNA helicase activity
41765,b3162,deaD,RNA helicase activity
41766,b3162,deaD,RNA helicase activity
41767,b3162,deaD,RNA helicase activity
41768,b3162,deaD,cellular response to cold
41769,b3162,deaD,cellular response to cold
41770,b3162,deaD,cellular response to cold
41771,b3162,deaD,cellular response to cold
41772,b3162,deaD,ATP binding
41773,b3162,deaD,ATP binding
41774,b3162,deaD,ATP binding
41775,b3162,deaD,RNA binding
41776,b3162,deaD,RNA binding
41777,b3162,deaD,RNA binding
41778,b3162,deaD,nucleotide binding
41779,b3162,deaD,cytoplasm
41780,b3162,deaD,cytoplasm
41781,b3162,deaD,cytoplasm
41782,b3162,deaD,RNA strand annealing activity
41783,b3162,deaD,RNA binding
41784,b3162,deaD,ribosomal large subunit assembly
41785,b3162,deaD,ribosome
41786,b3162,deaD,RNA helicase activity
41787,b3162,deaD,cytosol
41788,b0888,trxB,protein binding
41789,b0888,trxB,protein binding
41790,b0888,trxB,oxidoreductase activity
41791,b0888,trxB,oxidoreductase activity
41792,b0888,trxB,removal of superoxide radicals
41793,b0888,trxB,cytosol
41794,b0888,trxB,cytosol
41795,b0888,trxB,oxidation-reduction process
41796,b0888,trxB,oxidation-reduction process
41797,b0888,trxB,flavin adenine dinucleotide binding
41798,b0888,trxB,thioredoxin-disulfide reductase activity
41799,b0888,trxB,thioredoxin-disulfide reductase activity
41800,b0888,trxB,thioredoxin-disulfide reductase activity
41801,b0888,trxB,thioredoxin-disulfide reductase activity
41802,b0888,trxB,cytoplasm
41803,b0888,trxB,cytoplasm
41804,b0888,trxB,cytoplasm
41805,b0116,lpd,dihydrolipoyl dehydrogenase activity
41806,b0116,lpd,oxidation-reduction process
41807,b0116,lpd,2-oxoglutarate metabolic process
41808,b0116,lpd,zinc ion binding
41809,b0116,lpd,pyruvate metabolic process
41810,b0116,lpd,2-oxoglutarate metabolic process
41811,b0116,lpd,pyruvate metabolic process
41812,b0116,lpd,flavin adenine dinucleotide binding
41813,b0116,lpd,disulfide oxidoreductase activity
41814,b0116,lpd,cytoplasm
41815,b0116,lpd,electron transport chain
41816,b0116,lpd,electron transfer activity
41817,b0116,lpd,response to oxidative stress
41818,b0116,lpd,"oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor"
41819,b0116,lpd,oxidoreductase activity
41820,b0116,lpd,oxidoreductase activity
41821,b0116,lpd,cell redox homeostasis
41822,b0116,lpd,identical protein binding
41823,b0116,lpd,oxidation-reduction process
41824,b0116,lpd,oxidation-reduction process
41825,b0116,lpd,plasma membrane
41826,b0116,lpd,plasma membrane
41827,b0116,lpd,plasma membrane
41828,b0116,lpd,cytosol
41829,b0116,lpd,cytosol
41830,b0116,lpd,flavin adenine dinucleotide binding
41831,b0116,lpd,membrane
41832,b0116,lpd,glycolytic process
41833,b0116,lpd,protein binding
41834,b0116,lpd,protein binding
41835,b0116,lpd,protein binding
41836,b0116,lpd,protein binding
41837,b0116,lpd,protein binding
41838,b0116,lpd,protein binding
41839,b0116,lpd,protein binding
41840,b0116,lpd,protein binding
41841,b0116,lpd,protein binding
41842,b0116,lpd,protein binding
41843,b0116,lpd,protein binding
41844,b0116,lpd,dihydrolipoyl dehydrogenase activity
41845,b0116,lpd,dihydrolipoyl dehydrogenase activity
41846,b0116,lpd,dihydrolipoyl dehydrogenase activity
41847,b0116,lpd,cytosolic pyruvate dehydrogenase complex
41848,b0116,lpd,glycine decarboxylation via glycine cleavage system
41849,b0116,lpd,cytoplasm
41850,b0116,lpd,cytoplasm
41851,b0116,lpd,cytoplasm
41852,b0116,lpd,flavin adenine dinucleotide binding
41853,b0116,lpd,dihydrolipoyl dehydrogenase activity
41854,b0116,lpd,oxidation-reduction process
41855,b1949,fliQ,bacterial-type flagellum assembly
41856,b1949,fliQ,protein secretion
41857,b1949,fliQ,bacterial-type flagellum
41858,b1949,fliQ,plasma membrane
41859,b1949,fliQ,plasma membrane
41860,b1949,fliQ,plasma membrane
41861,b1949,fliQ,bacterial-type flagellum basal body
41862,b1949,fliQ,integral component of membrane
41863,b1949,fliQ,integral component of membrane
41864,b1949,fliQ,membrane
41865,b1949,fliQ,membrane
41866,b2264,menD,manganese ion binding
41867,b2264,menD,magnesium ion binding
41868,b2264,menD,magnesium ion binding
41869,b2264,menD,transferase activity
41870,b2264,menD,catalytic activity
41871,b2264,menD,metal ion binding
41872,b2264,menD,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase activity
41873,b2264,menD,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase activity
41874,b2264,menD,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase activity
41875,b2264,menD,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase activity
41876,b2264,menD,thiamine pyrophosphate binding
41877,b2264,menD,thiamine pyrophosphate binding
41878,b2264,menD,thiamine pyrophosphate binding
41879,b2264,menD,2-hydroxyglutarate synthase activity
41880,b2264,menD,menaquinone biosynthetic process
41881,b2264,menD,menaquinone biosynthetic process
41882,b2264,menD,menaquinone biosynthetic process
41883,b2264,menD,menaquinone biosynthetic process
41884,b2264,menD,menaquinone biosynthetic process
41885,b0098,secA,protein binding
41886,b0098,secA,intracellular protein transmembrane transport
41887,b0098,secA,protein transport
41888,b0098,secA,protein targeting
41889,b0098,secA,cytoplasm
41890,b0098,secA,plasma membrane
41891,b0098,secA,protein transport by the Sec complex
41892,b0098,secA,zinc ion binding
41893,b0098,secA,protein transport
41894,b0098,secA,protein transport
41895,b0098,secA,cytoplasm
41896,b0098,secA,cytoplasm
41897,b0098,secA,preprotein binding
41898,b0098,secA,intracellular protein transport
41899,b0098,secA,cell envelope Sec protein transport complex
41900,b0098,secA,cell envelope Sec protein transport complex
41901,b0098,secA,chaperone-mediated protein folding
41902,b0098,secA,integral component of plasma membrane
41903,b0098,secA,integral component of plasma membrane
41904,b0098,secA,ATPase-coupled protein transmembrane transporter activity
41905,b0098,secA,ATPase-coupled protein transmembrane transporter activity
41906,b0098,secA,membrane
41907,b0098,secA,membrane
41908,b0098,secA,metal ion binding
41909,b0098,secA,protein import
41910,b0098,secA,cytosol
41911,b0098,secA,cytosol
41912,b0098,secA,identical protein binding
41913,b0098,secA,identical protein binding
41914,b0098,secA,identical protein binding
41915,b0098,secA,protein transport by the Sec complex
41916,b0098,secA,protein transport by the Sec complex
41917,b0098,secA,plasma membrane
41918,b0098,secA,plasma membrane
41919,b0098,secA,plasma membrane
41920,b0098,secA,plasma membrane
41921,b0098,secA,intracellular protein transmembrane transport
41922,b0098,secA,intracellular protein transmembrane transport
41923,b0098,secA,protein targeting
41924,b0098,secA,protein targeting
41925,b0098,secA,ATP binding
41926,b0098,secA,ATP binding
41927,b0098,secA,ATP binding
41928,b0098,secA,protein binding
41929,b0098,secA,protein binding
41930,b0098,secA,protein binding
41931,b0098,secA,protein binding
41932,b0098,secA,protein binding
41933,b0098,secA,protein binding
41934,b0098,secA,protein binding
41935,b0098,secA,protein binding
41936,b0098,secA,protein binding
41937,b0098,secA,protein binding
41938,b0098,secA,protein binding
41939,b0098,secA,protein binding
41940,b0098,secA,protein binding
41941,b0098,secA,protein binding
41942,b0098,secA,protein binding
41943,b0098,secA,protein binding
41944,b0098,secA,protein binding
41945,b0098,secA,protein binding
41946,b0098,secA,protein binding
41947,b0098,secA,nucleotide binding
41948,b0098,secA,cytosol
41949,b0098,secA,ATPase-coupled protein transmembrane transporter activity
41950,b0098,secA,cell envelope Sec protein transport complex
41951,b0098,secA,integral component of plasma membrane
41952,b0098,secA,ATP binding
41953,b0098,secA,protein transport by the Sec complex
41954,b0234,yafP,N-acetyltransferase activity
41955,b0234,yafP,SOS response
41956,b0234,yafP,cellular response to DNA damage stimulus
41957,b0234,yafP,DNA repair
41958,b0234,yafP,transferase activity
41959,b0234,yafP,"transferase activity, transferring acyl groups"
41960,b0233,yafO,"RNA phosphodiester bond hydrolysis, endonucleolytic"
41961,b0233,yafO,nucleic acid phosphodiester bond hydrolysis
41962,b0233,yafO,nucleic acid phosphodiester bond hydrolysis
41963,b0233,yafO,hydrolase activity
41964,b0233,yafO,endonuclease activity
41965,b0233,yafO,nuclease activity
41966,b0233,yafO,SOS response
41967,b0233,yafO,cellular response to DNA damage stimulus
41968,b0233,yafO,DNA repair
